Error
2.797175908531784687e-04
4.995002717394949991e-03
1.561527986610364294e-02
1.783191637561078874e-02
7.728679210986771908e-03
1.724622765428219704e-04
5.180485042043108876e-03
3.599936579419845632e-03
1.643727712445881145e-03
4.130130013742085680e-03
6.643052658924979668e-03
2.828552090031530644e-03
2.816172372160882439e-03
9.634835597949236363e-04
5.405027511007277907e-03
3.895342261022896970e-04
9.047866216151266485e-04
6.026681447184220088e-03
2.410203003368249341e-03
2.583092166734197136e-03
6.365309419628758375e-03
7.464969876000811071e-03
1.445566849150886103e-02
3.778588714897991759e-03
1.651838562085271214e-03
8.585120899882902473e-03
8.117679828560155422e-03
4.088721991898883364e-03
8.493340232910855797e-03
8.563349671903486889e-04
5.635973282318334143e-04
3.314135851337124666e-03
4.113267984228616454e-03
1.701570876979426484e-03
6.184736293446546282e-03
8.083101995886964996e-04
1.136799609983997310e-03
8.510842592659013245e-03
2.364953000116914929e-04
5.546113606050354083e-03
4.286690756123471245e-03
1.343372811737215001e-03
2.075395667990687087e-02
5.478665487996478047e-03
8.301241162504247040e-03
2.185020204169391654e-03
3.880721387330838580e-03
2.318422336396203098e-03
1.703512878519318485e-02
8.917665735097897884e-04
1.084377908104149427e-02
1.202668246792307737e-02
4.356113225734304512e-03
7.200726932485942804e-03
3.913591672711524624e-03
1.107216353141379436e-02
3.215311551783502347e-03
4.926273938871696643e-04
3.592252616603581116e-04
5.806514568157089551e-03
8.236034200271781514e-03
1.100898428159117690e-02
6.906001601757248351e-03
5.853151953583582770e-04
3.564504973100404559e-05
1.945536696395819634e-04
3.142954235263679952e-03
1.192088790696060364e-02
4.600559292826713990e-03
3.295993161354278129e-03
3.629818657038651284e-03
1.510752467042195254e-03
3.307732548990237678e-03
1.179228158138734620e-02
1.452034184521242000e-02
2.195692374747536344e-03
2.255563251690929742e-03
3.950837548029250898e-03
8.089505298233851550e-04
8.580425144828518784e-04
2.903897614313233864e-03
1.507764259280314862e-03
3.674001443232171541e-03
6.020171423131551007e-03
1.395526375331286942e-02
4.193309263564703147e-03
2.061898040251978342e-02
1.449600929629425022e-02
5.306203211453655588e-03
7.331887908891343737e-03
8.821189313071468169e-03
4.471746193948504360e-03
4.897672521722268302e-03
9.597269557514167063e-03
3.374113449986298856e-03
2.204016667798489731e-03
1.502641617402805186e-03
5.876097120326594439e-03
5.799897822398639678e-03
2.640508444444617138e-03
9.717651641635641213e-03
5.959980381070813932e-03
3.558528557576643315e-03
2.213301456201475885e-03
4.151474354898375386e-04
6.597535851409191271e-03
2.201762171763856513e-03
1.383369439021457474e-02
6.027641942536253288e-04
3.627470779511459548e-03
4.990947292575254740e-03
1.076459157535165911e-02
1.240618485368191054e-02
1.036395829184809728e-02
1.390797269743846440e-03
4.251792758332937358e-04
5.994131326920877287e-03
1.615553182119578574e-03
5.705555834487839248e-03
7.658349606876797139e-03
2.017894012915642191e-03
4.636871353218851612e-03
2.022376324558462779e-03
1.728037860013225888e-02
1.245826504610325798e-02
1.203255216174105649e-02
6.467335370355823212e-05
1.291631460731723809e-02
1.121578426696918061e-03
1.261450562336730030e-02
1.814855967666435029e-03
4.401363228985638761e-03
3.305811558286171278e-03
2.846139827144313419e-02
1.556642800528218592e-03
6.113979802513444875e-03
5.659452057590252591e-03
2.375731892400841441e-03
3.939311603804854234e-03
4.230875303999773532e-03
5.191157212621254000e-03
4.546451387995518491e-03
5.236620659284150700e-03
1.053129792651341136e-03
1.551605536015334200e-02
1.895932447548601824e-02
2.134252021718495082e-02
5.225094715059754253e-04
8.828446389064607130e-03
6.108857160635935632e-03
2.915343517258294284e-03
5.823803484493684547e-03
1.790512746577686484e-02
1.225634757876475564e-02
1.158997724786538751e-02
8.879245921016576935e-05
9.612637483146694792e-03
2.031714473814339762e-03
4.144003835493673647e-03
8.702514776242497099e-03
2.937488271207944809e-03
4.561819313628047087e-03
1.758773711278283384e-03
4.002277410215909249e-03
1.479803172365575133e-02
8.864091438795610248e-03
7.182370799091533382e-04
1.006449718542535079e-02
3.904733771131664675e-03
5.585840761027497867e-03
5.165757446645268501e-03
2.616656143202463099e-03
1.976485991072439875e-04
6.933709224620756596e-03
4.298750308876775339e-04
1.330926392800453476e-03
6.407144328295086462e-03
2.092086942774905658e-02
5.627648989267381406e-03
1.053866172421233025e-02
2.665694767009038884e-03
6.859564319529095310e-03
3.785205460656441631e-03
7.301899109566756642e-04
7.027410882296868805e-03
1.118016589766462118e-03
2.774401496518023175e-02
7.420573646395728362e-03
2.385870454450079135e-03
7.397948644770061455e-04
5.508013957086376269e-03
6.531154950413130093e-03
8.110849639390141363e-03
4.012736137382491108e-05
8.919373282390400531e-03
1.523585752162414644e-03
2.809384871673182085e-02
6.790488695462051569e-03
3.440707794393923352e-03
5.720710316708804526e-03
4.608016472018192262e-03
4.555095846163816423e-03
6.548977475278632519e-03
2.176055580883749937e-04
8.924495924267911509e-03
1.354938776601279571e-03
1.427936423355790838e-03
3.073585126505738274e-05
2.637733680094299198e-03
2.068800266573393373e-02
4.510059286324044625e-04
2.568151127924794309e-03
4.728625339764452873e-03
8.842106767404631779e-03
4.987745641401811030e-03
5.590082948832311022e-03
4.501308106449965901e-03
4.877181954212229595e-03
3.633287112476548276e-03
7.475001716344267105e-03
2.835809166024669172e-03
2.775831567375494548e-03
2.681916466287819455e-03
3.158663670354708991e-02
2.969958350191950931e-03
6.177052330630281550e-04
8.728234707335825408e-04
4.078903594966989780e-03
5.082087629312612327e-03
5.764252772667635694e-03
6.101733486775023745e-03
5.707903712015030551e-03
3.272167540538569504e-03
1.703406490318867469e-02
1.000964222865368715e-02
3.215951882018191436e-03
2.727299871671380344e-03
1.335728869560618608e-03
4.638125333261783508e-03
5.155298719478686696e-03
2.640081557621491368e-03
1.059725194068634677e-02
1.090311634945597893e-02
1.218473731418540269e-02
9.346260105516198541e-03
1.974351556956811023e-03
3.958521510845514763e-03
5.389873028786311762e-03
8.215650354467524466e-03
9.437934050782463558e-03
2.533573295251604750e-03
9.407091477811624705e-03
5.568044916588441723e-03
3.231159725092047543e-03
2.392060313385403238e-03
2.913929454656689899e-03
1.122252107464663485e-03
7.449175063545157138e-05
1.525906949263161182e-03
1.192721783813476683e-03
5.878871884676912379e-03
3.110190671588775133e-03
9.694813196598411204e-03
1.079852907779015915e-02
4.425535695345136911e-03
1.231525796035611540e-02
8.423544237329787590e-03
6.038527556525960863e-03
9.598550217983543723e-04
1.107045598412129128e-02
9.073692868950376453e-03
7.468384970585817233e-03
7.370627888090009773e-03
5.915050542936823794e-03
5.796482727813633516e-03
7.096566547643247923e-03
9.570375687657240935e-03
1.876850606554878939e-02
1.803596827706492148e-05
1.088508038117891406e-03
6.797745771455190530e-03
1.015563752216270968e-03
1.091165408591849607e-02
8.214583137409709607e-03
1.697686206888981975e-02
7.483326009395219842e-04
2.227228638805954682e-03
5.366927862043300961e-03
5.332029864252766857e-03
2.508200209702065100e-03
1.005425190167033231e-02
5.559133654155690510e-03
9.091835558933223857e-03
3.345938919659996284e-03
3.153519684136043416e-03
7.224125666478525658e-03
8.518846720592622088e-03
1.375215900699754742e-03
1.232208814952612816e-03
7.080985178599156875e-03
3.147543268612282199e-03
4.827236195906511873e-03
4.697889488499395463e-04
1.460993471721594569e-03
1.168506628771665869e-02
6.830029087454079183e-03
1.511286075571102684e-03
4.517956692551871808e-03
2.294089787478032893e-03
5.693603003440316380e-04
3.649455450902438017e-03
5.659878944413378361e-03
2.233471858594169614e-03
9.720639849397522472e-03
9.652978287932082954e-05
1.221536644374467909e-03
9.211083724930769828e-04
8.311059559436140623e-03
3.838579653760388656e-03
1.204845369590249252e-02
6.413334187230410564e-03
1.054778643005664478e-02
3.980292738824930780e-03
1.038402197253500978e-03
3.335266749081851594e-03
1.699649886275360518e-03
7.651946304529909934e-04
5.917291698758234304e-03
6.964818601856049597e-03
4.581135942374490143e-03
2.180164366556335692e-03
1.749830432333798064e-02
1.820245413808398204e-03
6.156241598002899166e-04
1.144270129388698723e-02
2.342541441902810636e-04
1.459739491678662673e-03
3.328436559911838837e-03
2.815318598514630899e-03
1.028797243733170686e-04
1.033802491734320608e-02
3.431743171108281743e-03
7.169590874824205255e-03
5.063944939329765790e-03
3.506875251978421645e-03
8.864504985405512877e-03
7.075649093310084313e-04
4.322357150195631909e-02
4.582203159432304135e-03
5.348891893766235216e-04
1.040003022840222703e-02
4.670141844996218228e-04
1.846285510019071816e-04
2.774764350317680123e-03
8.755342020604314421e-03
1.210224143561634293e-04
1.226531220205039768e-02
1.641166391507126307e-03
1.399345678376940488e-02
6.355704466108428111e-03
4.292987336764577007e-03
4.164280959592149035e-04
3.226063763640983715e-03
6.301489839571451819e-03
4.799915439226460842e-03
4.630014483622393873e-03
2.881059169276003421e-03
1.145251969081888081e-02
6.773093057419675130e-04
1.726927954273099058e-02
1.275900681299538091e-02
7.350884372520441815e-03
7.299764675451128062e-05
6.257093609966368243e-03
8.361859091388109885e-03
6.404369563944768522e-03
6.610342456102965246e-03
2.045684345101131396e-02
2.263353936212975266e-03
1.476067912663224253e-03
7.981929818806151808e-03
8.963342625172357470e-03
2.669483387564280420e-03
7.827983758216409960e-03
1.134131567339461029e-03
1.567101527694800614e-03
1.519162137457773579e-02
4.664699038001364657e-03
3.178385841583121051e-03
1.012148657631264589e-02
1.917148722657954123e-03
7.629534746315805478e-03
5.740026945455246714e-03
5.167038107114645812e-03
6.310667906268656313e-03
2.410629890191375111e-03
1.087901058416259475e-02
2.851603978480323647e-04
2.586800746010102427e-03
6.931361347093565294e-03
7.465396762823936841e-03
2.228349216716659937e-03
9.007738854777441045e-03
9.771866268172618372e-03
1.027788723613535897e-02
2.919905870180451116e-03
8.603050146454184824e-03
1.052681561487059034e-02
8.221626769991285250e-03
2.097721848840165999e-03
7.242561841152270891e-03
1.387742360915852381e-02
6.086552324127613052e-03
1.232571668752269721e-02
1.457306236786845566e-02
8.908060781577567186e-03
8.493767119733982435e-03
7.062629045204747019e-03
2.893652330558214511e-03
5.547180823108168075e-03
9.737288435499427729e-04
3.759805694680456783e-04
2.882553273156943617e-04
2.322883303697867788e-02
1.569449405221992350e-03
2.865424439379021110e-03
2.860461880060183922e-03
1.314427217086641328e-02
1.595446812750353494e-02
8.680316661439955311e-03
7.542449834398143142e-03
3.649028564079312247e-03
1.831002961751168265e-02
6.988030572863514547e-03
2.559954900920779000e-02
6.129667893263318450e-03
5.432561711098892257e-03
1.013920237947236666e-02
4.328632386495580883e-04
6.708953312245024246e-03
4.561819313628047087e-03
6.159336527470560783e-03
8.990663381852408501e-03
6.924958044746677872e-03
1.420231116198370121e-02
1.361768965771292328e-03
7.953755288479849236e-03
2.631116934335849325e-03
1.034688281892306647e-02
2.085769017792643999e-03
6.483770513046166993e-03
2.560894051931655781e-03
3.396898534170638469e-03
5.174295183107784774e-03
1.088988285793908006e-03
2.760090115772731011e-03
3.842621738366861200e-03
5.110689046462040669e-03
2.168585061479048415e-04
3.647961347021497821e-03
2.405507248313865814e-04
9.846144575396506733e-04
3.790968432768639530e-03
1.481649457875594197e-02
3.490866996111204718e-04
1.284689213770640569e-02
5.968945004356455974e-03
3.289376415595828256e-03
2.542938124933927149e-03
2.553636975938517253e-03
1.203798829862929957e-02
6.620160853034858829e-03
1.213425794735077841e-03
4.699597035791898761e-03
7.201794149543757663e-03
7.361663264804368598e-03
9.282227082047327799e-03
5.841946174476531301e-04
1.412888662840606352e-02
1.507764259280314862e-03
3.221074523895700679e-03
1.920990704066086218e-04
7.558031203442235058e-03
7.804504982944491728e-03
6.564238679205379456e-03
2.055033166527586372e-03
1.290105340339048985e-03
1.306060235353375624e-03
1.572240177828177279e-02
7.719821309406911525e-03
6.724321237877553710e-03
1.576132852046555760e-03
1.729318520482603285e-03
1.479760483683262469e-02
9.359707040444661605e-03
4.306807797663274144e-03
2.302787606499220787e-03
1.541723106059971968e-02
1.323349151689970458e-04
3.371125242224418464e-03
6.571228950934064270e-03
4.650078164309305942e-03
2.649643822459508968e-02
7.262412078427620508e-03
6.534676766703917915e-03
9.564826158956606789e-03
1.032681913823615440e-02
1.267640421272053916e-03
3.014290546773564644e-02
8.631651563603614467e-04
2.901976623609167465e-03
1.312676981111825496e-03
1.041689225791569626e-02
1.186318481466589608e-02
3.122463667753641679e-03
4.577507404377920662e-03
5.151670181482117215e-03
2.557478957346649619e-03
7.751197490906657807e-03
2.716067412137882983e-02
2.680849249230004704e-04
2.506039095159990834e-03
6.364882532805632388e-04
4.264919528144056095e-03
5.670764558403086804e-03
5.987087694339301644e-03
6.537558252760017515e-03
1.374543553953331762e-02
6.676296470275901521e-03
6.427474813246452680e-03
4.026396515722516570e-03
2.945519079567999066e-04
1.869817646143881202e-03
3.681898849459998724e-03
2.207645205795058779e-03
2.194518435983940693e-03
1.661656959017164580e-03
6.267125450309825145e-03
2.836662939670920604e-04
7.357821283396235798e-03
2.480596640501693539e-02
1.839668764260621835e-03
5.169426005281505671e-03
4.160652421595579555e-03
4.176447234051233921e-03
6.988137294569296207e-03
2.811529977959389363e-03
6.896356627597249531e-03
1.598904596017672449e-03
8.556946369556599902e-03
1.572394924301560512e-02
1.628573230224915217e-03
4.265026249849836887e-03
5.217410752243490171e-03
1.357713540951597207e-02
2.903684170901670979e-03
8.658972320283665064e-03
4.718486777715215179e-03
1.353956936908090082e-02
6.114086524219226101e-04
1.445438783103948502e-03
4.971097055299905122e-03
2.636666463036484772e-03
2.421728947592646005e-03
1.471585601020403448e-03
2.437523760048300480e-04
1.601039030133301518e-03
6.869356036034542611e-03
8.019282415829658006e-03
5.452518670080022667e-03
6.025507508420623352e-04
1.742552011999503030e-03
7.510219879252145320e-03
3.664823376534966939e-04
7.852583111399034964e-04
5.510468556319350099e-03
1.513911429533326344e-02
3.044343379121620952e-03
4.061187791807269014e-03
4.184045819502873326e-02
5.240889527515409270e-03
3.238470161938076901e-03
9.074333199185064674e-03
2.895786764673843362e-03
4.832358837784021225e-04
4.470358811773345389e-03
7.957170383064855182e-04
5.934153728271703530e-03
4.785321245960847542e-03
6.493482188272278917e-03
5.996159039330725346e-03
1.020280851611810903e-02
2.479945638096426718e-03
1.064015406641048928e-03
9.386174023478460011e-04
1.383839014526895908e-02
2.984365780472446328e-03
6.435105415209825715e-03
1.111613287419575130e-03
1.785774302840990087e-03
8.986394513621150798e-03
1.471692322726184836e-04
4.361085123202397551e-02
1.090930620839130304e-02
1.550324875545956715e-02
5.739706780337902603e-03
3.061632295458215514e-03
1.943829149103316282e-03
1.167322017837491704e-02
8.253643281725720621e-03
2.000807867820032088e-02
1.900500136556047999e-03
6.134096844053248641e-03
3.387346941503198926e-04
2.231550867890103593e-04
2.593124007077653604e-03
5.976842410584283158e-03
1.434980055937366480e-03
7.165935656401190360e-03
5.132887161264582457e-03
1.060813755467605353e-04
4.474841123416166411e-03
4.097559883158909469e-03
3.817061889832204079e-03
6.573203302491021499e-03
2.041372788187560856e-03
4.527988532895327843e-03
4.206542755081602893e-03
6.504154358850423173e-03
9.900999532168171247e-03
3.889579288910698963e-03
4.528842306541579384e-03
2.789918832538645834e-03
4.141042308158238670e-03
1.441596801695816353e-03
1.842550250316721055e-04
4.534818722065341035e-03
1.113534278123641313e-03
4.529269193364705371e-04
1.366464720825676018e-03
5.742481544688220543e-03
1.087494181912967593e-03
2.486188857884641217e-03
1.577047990673631495e-02
1.188431571241062301e-02
2.404866918079177213e-03
1.371267197585841150e-03
3.857616138029154856e-03
9.771439381349492602e-04
5.186674900978432978e-03
2.858861054473462067e-03
4.084239680256062342e-03
1.153875082909029204e-03
6.971595430173171092e-03
9.986803783616457139e-03
3.508155912447799389e-03
2.499635792813103847e-03
3.003148800689981520e-03
1.200789944770554174e-02
