Wall time,Step,Value
1731821007.0257034,3,-0.5144598484039307
1731821009.1122372,4,-0.44476962089538574
1731821022.1055741,10,0.12845808267593384
1731821030.3681493,14,0.38032084703445435
1731821032.4477491,15,0.4104887843132019
1731821038.62432,18,0.5196971893310547
1731821040.674129,19,0.5550971031188965
1731821042.7164257,20,0.5763050317764282
1731821046.413104,22,0.6069801449775696
1731821048.252937,23,0.6014977693557739
1731821054.4887881,26,0.6457630395889282
1731821056.5827162,27,0.6534056067466736
1731821083.200474,40,0.9339933395385742
1731821097.2468703,47,0.9629374742507935
1731821099.2377417,48,0.965185821056366
1731821101.3759546,49,0.9642418622970581
1731821105.4861825,51,0.9721940159797668
1731821111.2943242,54,0.9799688458442688
1731821117.4428983,57,0.9842924475669861
1731821123.4133005,60,0.9888684153556824
1731821125.3657234,61,0.9887930154800415
1731821127.4321144,62,0.9887773394584656
1731821129.4509428,63,0.9913667440414429
1731821255.3299565,65,0.9921653866767883
1731821257.09625,66,0.9923762679100037
1731821258.8520772,67,0.9928179383277893
1731821260.6109278,68,0.9931132197380066
1731821264.1439204,70,0.9953761100769043
1731821265.899565,71,0.9953382611274719
1731821276.5570302,77,0.9974127411842346
1731821280.0656118,79,0.997471034526825
1731821285.4208283,82,0.9974507689476013
1731821297.725615,89,0.9983839988708496
1731821316.106245,99,0.9986813068389893
1731821323.3921793,103,0.998888373374939
1731821329.282958,106,0.9988911747932434
1731821331.2529137,107,0.9989801049232483
1731821334.9601715,109,0.9989408850669861
1731821347.6219435,116,0.9991040825843811
1731821356.4186149,121,0.9991968274116516
1731821364.3730476,125,0.9991806149482727
1731821366.3417904,126,0.999159038066864
1731821493.917928,128,0.9992395639419556
1731821497.68945,130,0.9992378354072571
1731821509.1903102,136,0.9992259740829468
1731821510.9512854,137,0.9992983341217041
1731821523.2981737,144,0.9993584156036377
1731821526.8692412,146,0.9993646144866943
1731821528.718039,147,0.9993225932121277
1731821534.1673052,150,0.999415397644043
1731821546.3974657,157,0.9994468092918396
1731821551.794376,160,0.9995149970054626
1731821555.2975113,162,0.9994797706604004
1731821558.8246,164,0.9994854927062988
1731821569.5647311,170,0.999508798122406
1731821571.3053005,171,0.9995258450508118
1731821573.0647278,172,0.9995627403259277
1731821581.9642575,177,0.9995238184928894
1731821594.408905,184,0.9995176792144775
1731821596.177758,185,0.9996277093887329
1731821597.9818997,186,0.9995932579040527
1731821605.3987234,190,0.9996112585067749
1731821607.1366491,191,0.9995946884155273
1731821732.8992474,192,0.9995909333229065
1731821745.4366188,199,0.9996330142021179
1731821750.8449845,202,0.9996060132980347
1731821752.6574192,203,0.9996374845504761
1731821754.4284418,204,0.9996660947799683
1731821756.1919904,205,0.9996240139007568
1731821759.7475204,207,0.9996289014816284
1731821766.9152212,211,0.9996619820594788
1731821770.535171,213,0.9996678829193115
1731821774.1559453,215,0.9996652007102966
1731821781.186282,219,0.9996746182441711
1731821782.9570513,220,0.9996630549430847
1731821784.799257,221,0.9996630549430847
1731821790.2283237,224,0.9996604919433594
1731821799.7512448,229,0.9996877908706665
1731821819.150802,239,0.9997124671936035
1731821828.5039535,244,0.9997279644012451
1731821830.286747,245,0.9996907711029053
1731821832.0829933,246,0.9997024536132812
1731821979.7937286,258,0.9997361898422241
1731821981.5841641,259,0.9997252821922302
1731821983.3611176,260,0.999735951423645
1731822003.364193,271,0.9997415542602539
1731822008.6349866,274,0.9997449517250061
1731822012.1874053,276,0.9997276067733765
1731822015.7329936,278,0.9996978044509888
1731822022.7185802,282,0.999707818031311
1731822028.3074915,285,0.9997074007987976
1731822033.6649423,288,0.9997460842132568
1731822037.1512272,290,0.9997283220291138
1731822046.0068052,295,0.9997226595878601
1731822049.5954103,297,0.9995286464691162
1731822051.4279878,298,0.9997219443321228
1731822065.9627836,306,0.9997537732124329
1731822069.578469,308,0.9997533559799194
1731822077.1885207,312,0.9997227787971497
1731822084.2223606,316,0.9997195601463318
1731822087.724468,318,0.999693751335144
1731822089.5015774,319,0.9997319579124451
1731822224.6821754,322,0.9996954202651978
1731822251.6606228,337,0.999755859375
1731822253.5216966,338,0.9997639656066895
1731822262.3312736,343,0.9997459053993225
1731822266.0201497,345,0.9997739791870117
1731822268.0654993,346,0.9997652173042297
1731822278.6115484,352,0.9997770190238953
1731822282.3556406,354,0.9997831583023071
1731822289.5379143,358,0.9998126029968262
1731822296.6368124,362,0.9998064041137695
1731822298.4977796,363,0.9998014569282532
1731822300.3598917,364,0.9998047947883606
1731822302.1793609,365,0.9997991919517517
1731822303.9729753,366,0.9997866749763489
1731822305.7892592,367,0.9998064637184143
1731822326.818958,378,0.9998357892036438
1731822482.297763,386,0.999852180480957
1731822490.7799866,390,0.9998688697814941
1731822494.9670484,392,0.9998366236686707
1731822499.1808827,394,0.9998412132263184
1731822505.474178,397,0.9998626112937927
1731822515.7198637,402,0.9998534321784973
1731822519.8505678,404,0.9998690485954285
1731822530.043062,409,0.9998764991760254
1731822540.4849036,414,0.9998964667320251
1731822542.567167,415,0.9998756647109985
1731822555.1304064,421,0.9998666048049927
1731822557.2211914,422,0.9998797178268433
1731822563.453303,425,0.9998804926872253
1731822565.483506,426,0.999905526638031
1731822573.1165996,430,0.9999021291732788
1731822582.6274035,435,0.9999114871025085
1731822584.6897643,436,0.9999070167541504
1731822586.6842487,437,0.9999003410339355
1731822590.9020782,439,0.9999009966850281
1731822599.1013155,443,0.9999205470085144
1731822600.98207,444,0.9999066591262817
1731822605.0627847,446,0.9999150633811951
1731822753.85694,450,0.9999157190322876
1731822758.0169191,452,0.9999200105667114
1731822766.0435593,456,0.9999308586120605
1731822774.1439326,460,0.9999329447746277
1731822776.2008839,461,0.9999309182167053
1731822784.168034,465,0.9999223947525024
1731822786.2614868,466,0.9999257922172546
1731822790.394071,468,0.9999254941940308
1731822794.3593247,470,0.9999250173568726
1731822802.371374,474,0.9999145269393921
1731822804.2906897,475,0.9999307990074158
1731822813.9614656,480,0.9999326467514038
1731822815.8323293,481,0.9999318718910217
1731822821.9531326,484,0.9999383091926575
1731822827.753174,487,0.9999316334724426
1731822829.872989,488,0.999944269657135
1731822831.928176,489,0.9999285340309143
1731822841.8292654,494,0.9999381303787231
1731822850.0261662,498,0.9999382495880127
1731822859.7486432,503,0.9999195337295532
