Wall time,Step,Value
1731453912.3216035,4,0.3220423460006714
1731453923.9909089,14,0.7551335096359253
1731453925.17182,15,0.722193717956543
1731453928.6755357,18,0.7778879404067993
1731453929.8858657,19,0.6931328773498535
1731453937.8653643,26,0.864302396774292
1731453938.9700584,27,0.8601478338241577
1731453953.8443499,40,0.9333103895187378
1731453961.9826906,47,0.9612926244735718
1731453963.1830819,48,0.9623046517372131
1731453964.332994,49,0.9582453370094299
1731453970.1403496,54,0.9730697870254517
1731453979.3798616,62,0.9796346426010132
1731453980.533198,63,0.9820744395256042
1731453983.9965916,66,0.9826299548149109
1731453985.1420743,67,0.9873790740966797
1731453988.5536892,70,0.9864014387130737
1731453989.7356825,71,0.9870299100875854
1731453996.6357594,77,0.9902339577674866
1731454002.13683,82,0.9931638836860657
1731454010.1193323,89,0.9931372404098511
1731454021.8634727,99,0.9963988065719604
1731454026.4931822,103,0.9964470863342285
1731454031.0689063,107,0.997258186340332
1731454047.1826112,121,0.9982759952545166
1731454051.7543073,125,0.9983938932418823
1731454052.9701397,126,0.9986995458602905
1731454055.2868834,128,0.998785138130188
1731454057.599055,130,0.9978477954864502
1731454064.583186,136,0.9988427758216858
1731454073.985603,144,0.998471736907959
1731454076.2846785,146,0.9982947707176208
1731454077.4479287,147,0.9986350536346436
1731454080.9694645,150,0.9990412592887878
1731454088.998668,157,0.9988808631896973
1731454092.5003977,160,0.998999297618866
1731454094.8732712,162,0.9991264939308167
1731454097.2507484,164,0.9989963173866272
1731454105.6662853,171,0.9992046356201172
1731454106.8352518,172,0.9990676641464233
1731454112.6685543,177,0.9992092847824097
1731454121.0647616,184,0.9991660118103027
1731454122.2251513,185,0.999091625213623
1731454129.2151077,191,0.999328076839447
1731454130.3129413,192,0.9992441534996033
1731454205.5928223,203,0.9993277192115784
1731454207.8306024,205,0.9994774460792542
1731454217.051555,213,0.9994103908538818
1731454219.346078,215,0.9995169043540955
1731454229.5076187,224,0.9992814660072327
1731454235.3969202,229,0.9991767406463623
1731454253.018556,244,0.9993268251419067
1731454254.1836786,245,0.9995149374008179
1731454269.2813115,258,0.9997034668922424
1731454270.4977963,259,0.9996850490570068
1731454271.6936646,260,0.99960857629776
1731454284.4722726,271,0.9996971487998962
1731454287.9336662,274,0.9996923208236694
1731454292.438272,278,0.9995964765548706
1731454296.9636557,282,0.9995495676994324
1731454300.320675,285,0.9994797706604004
1731454303.5855787,288,0.9993600845336914
1731454305.7603524,290,0.9996169209480286
1731454311.4705396,295,0.9996110796928406
1731454313.7949407,297,0.9994899034500122
1731454314.8916812,298,0.9997426867485046
1731454325.9348645,308,0.999592661857605
1731454330.3964763,312,0.9997717142105103
1731454335.0010185,316,0.9997146129608154
1731454337.3143299,318,0.9997751712799072
1731454338.48507,319,0.9997511506080627
1731454341.953631,322,0.9997941851615906
1731454359.3458977,337,0.9997596740722656
1731454368.6029787,345,0.9996973872184753
1731454369.7569997,346,0.9997866749763489
1731454383.1688006,358,0.9997818470001221
1731454389.7742388,364,0.9997708797454834
1731454390.8581862,365,0.9998080134391785
1731454391.9450853,366,0.9997491240501404
1731454405.1050432,378,0.9995229840278625
1731454414.0108316,386,0.9998363852500916
1731454418.456974,390,0.9997487664222717
1731454420.7018785,392,0.9998343586921692
1731454426.4216921,397,0.9997960925102234
1731454495.7028341,402,0.9998769760131836
1731454498.0118532,404,0.9998444318771362
1731454510.1177356,415,0.9998326897621155
1731454516.9348643,421,0.9998590350151062
1731454518.0840526,422,0.9998793601989746
1731454533.6978283,436,0.9998706579208374
1731454534.7706084,437,0.9998578429222107
1731454536.91301,439,0.9998986721038818
1731454544.3854733,446,0.9998998641967773
1731454550.8445957,452,0.9998449087142944
1731454555.315982,456,0.9998631477355957
1731454561.0185664,461,0.999859631061554
1731454565.3846927,465,0.9998639225959778
1731454568.5281475,468,0.999845027923584
1731454570.6709268,470,0.9998317360877991
1731454575.0792048,474,0.9998148679733276
1731454576.2951674,475,0.9998694062232971
1731454582.2209861,480,0.9999076724052429
1731454583.4011667,481,0.9998928308486938
1731454590.4629154,487,0.999919056892395
1731454598.524067,494,0.9999036192893982
1731454616.3339443,510,0.9999130964279175
1731454618.5745368,512,0.9998964667320251
1731454619.7020726,513,1.0
1731454620.8065894,514,0.99990314245224
1731454624.1573834,517,0.9999145865440369
1731454626.432867,519,0.9999246597290039
1731454642.5283446,533,0.9998685121536255
1731454643.6293843,534,0.9998869299888611
1731454645.8156223,536,0.9998719096183777
1731454648.0338953,538,0.9998863935470581
1731454650.244237,540,0.9998881816864014
1731454654.6501672,544,0.9999247789382935
1731454656.846001,546,0.9999128580093384
1731454661.2878308,550,0.999904215335846
1731454663.6084962,552,0.9999058246612549
1731454668.1676846,556,0.9998934268951416
1731454674.9493601,562,0.9999178051948547
1731454677.2938364,564,0.9999197125434875
1731454682.0109818,568,0.9999079704284668
1731454701.021117,584,1.0
1731454702.2182841,585,1.0
1731454705.840533,588,1.0
1731454708.2326343,590,0.9999200105667114
1731454713.090639,594,1.0
1731454715.4673634,596,1.0
1731454797.2635317,613,0.9999293088912964
1731454798.3972738,614,1.0
1731454807.2195761,622,1.0
1731454808.3518014,623,1.0
1731454814.10897,628,0.9999275207519531
1731454815.1714003,629,0.999923825263977
1731454819.519626,633,0.9999265670776367
1731454823.7416167,637,1.0
1731454830.199652,643,1.0
1731454831.2364874,644,1.0
1731454836.5371208,649,1.0
1731454838.8011866,651,1.0
1731454846.9126635,658,1.0
1731454849.0230446,660,1.0
1731454856.5407383,667,1.0
1731454865.2831314,675,1.0
1731454866.3502235,676,1.0
1731454875.0291474,684,1.0
1731454883.830243,692,1.0
1731454886.0623124,694,1.0
1731454903.7756233,710,1.0
1731454916.0653098,721,1.0
1731454918.3455944,723,1.0
1731454920.6086838,725,1.0
1731454921.7497513,726,1.0
1731454924.0121825,728,1.0
1731454925.1444752,729,1.0
1731454927.2992904,731,1.0
1731454928.3502874,732,1.0
1731454929.4083142,733,1.0
1731454934.7422423,738,1.0
1731454941.079654,744,1.0
1731454962.5333195,764,1.0
1731454971.259695,772,1.0
1731454974.5043807,775,1.0
1731454975.5890627,776,1.0
1731454977.7977808,778,1.0
1731454979.911479,780,1.0
1731454982.1562333,782,1.0
1731454988.8089304,788,1.0
1731455067.3558526,804,1.0
1731455068.473928,805,1.0
1731455070.7449887,807,1.0
1731455074.1541255,810,1.0
1731455083.0275927,818,1.0
1731455084.1270437,819,1.0
1731455094.2131312,828,1.0
1731455098.582431,832,1.0
1731455107.4338164,840,1.0
1731455110.757629,843,1.0
1731455113.0618215,845,1.0
1731455127.0695753,857,1.0
1731455132.892096,862,1.0
1731455137.5313668,866,1.0
1731455143.3254926,871,1.0
1731455158.5201898,884,1.0
1731455160.92285,886,1.0
1731455167.5875087,892,1.0
1731455170.86394,895,1.0
1731455173.0505378,897,1.0
1731455177.5252628,901,1.0
1731455178.6195786,902,1.0
1731455185.4391131,908,1.0
1731455207.6223037,928,1.0
1731455209.9596593,930,1.0
1731455212.3185432,932,1.0
1731455223.4857366,942,1.0
1731455231.3056097,949,1.0
1731455238.070632,955,1.0
1731455247.0581675,963,1.0
1731455265.7294965,979,1.0
1731455269.012642,982,1.0
1731455273.473211,986,1.0
1731455280.3496943,992,1.0
1731455282.5542974,994,1.0
1731455288.1443138,999,1.0
1731455291.5890021,1002,1.0
1731455293.852654,1004,1.0
1731455368.9322104,1015,1.0
1731455376.5264866,1022,1.0
